मुर्शिदाबाद शहर	मुर्शिदाबाद शहर
जड़	मुलकळ
सिविल सूट	मुलकी खटला
गृहयुद्ध	मुलकीयुद्ध
बेटा	मुलगा
बेटी	मुलगी
मुल्तान	मुलतान
मुल्तानी मिट्टी	मुलतानी माती
साक्षात्कार	मुलाखत
मुलमा	मुलामा
मुलुक	मुलूख
मुल्ला	मुल्ला
मूली	मुळा
वर्णमाला	मुळाक्षरे
जड़ों	मुळी
मुशफ़र	मुशाफर
मूशी	मुशी
कस्तूरी	मुश्क
कस्तूरी घोड़ा	मुश्की घोडा
मुशिक	मुषिक
कस्तूरी	मुष्क
मुट्ठी	मुष्टिक
मुष्टिकसुर	मुष्टिकासुर
पंच	मुष्टिघात
फिस्टिंग	मुष्टिप्रहार
मुक्केबाज़ी	मुष्टियुद्ध
बॉक्सर	मुष्टियोद्धा
मुट्ठी	मुष्टी
मुसन्दी	मुसंडी
मुसंबे	मुसंबे
मुस्कुराओ	मुसकी
मुस्कान	मुसके
मुसलमानों	मुसलमान
मुस्लिम धर्म	मुसलमान धर्म
मुसल्ला	मुसल्ला
मसल	मुसळ
भारी वर्षा	मुसळधार पाऊस
भारी वर्षा	मुसळधार वृष्टी
मूसली	मुसळी
मुसुमा	मुसुमा
मस्कट दबाव	मुस्कटदाबी
मुसलमान	मुस्लीम
मुहर्रम	मुहर्रम
पल	मुहुर्त
पल	मुहूर्त
मुंदडा	मूंदडा
मूक जीव	मूक प्राणी
मूक फ़िल्म	मूकपट
मूग	मूग
मोगी	मूगी
हैंडल	मूठ
मुट्ठी	मूठा
मुथा नदी	मूठा नदी
मूत्र	मूत
गुर्दे की पथरी	मूतखडा
मूत्र	मूत्र
मूत्रीय अन्सयम	मूत्रक्षय
गुर्दा	मूत्रपिंड
मूत्रमार्ग	मूत्रमार्ग
मूत्रीय अन्सयम	मूत्ररोध
मूत्रवाहिनी	मूत्रवाहिनी
उरोलोजि	मूत्रविज्ञान
मूत्रीय अन्सयम	मूत्राघात
मूत्राशय	मूत्राशय
मनोदशा	मूद
चांद	मून
बेवकूफ	मूर्ख
मूर्खता	मूर्खपणा
मूर्ख शिरोमणि	मूर्खशिरोमणी
बेहोशी	मूर्च्छना
बेहोशी	मूर्च्छा
वास्तविक	मूर्त
मूर्त वस्तुएँ	मूर्त वस्तू
मूर्ति	मूर्तिकला
संगतराश	मूर्तिकार
मूर्ति पूजा	मूर्तिपूजा
प्रतिमा	मूर्ती
बुतपरस्त	मूर्तीपूजक
मुर्धन्य	मूर्धन्य
पुराने जमाने के किरदार	मूर्धन्य वर्ण
मुर्दा	मूर्धा
मूल	मूल
मूल बातें	मूलतत्त्व
तत्त्व	मूलद्रव्य
मोलिकता	मूलपणा
बच्चा	मूलबाळ
मूली	मूली
मूली नदी	मूली नदी
कीमत	मूल्य
मूल्य निर्धारण	मूल्यनिर्धारण
मूल्यांकन	मूल्यांकन
मूल्यांकनकर्ता	मूल्यांकनकर्ता
मूल	मूळ
मूल अंग	मूळ अवयव
मूल डिजाइन	मूळ रचना
मुलगांव	मूळगाव
तत्त्व	मूळद्रव्य
प्रधान अध्यापक	मूळधन
बवासीर	मूळव्याध
बवासीर	मूळव्याधी
मूली	मूळा
मूली नदी	मूळा नदी
चूहा	मूषक
चूहा	मूषिक
मूस	मूस
मूसी	मूसी
मुसी नदी	मूसी नदी
मिट्टी के बरतन	मृकंड
मृकंड ऋषि	मृकंड ऋषी
मृकंडु	मृकंडु
मृकंडु ऋषि	मृकंडु ऋषी
हिरन	मृग
मृग नक्षत्र	मृग नक्षत्र
आरंगुटान	मृगचर्म
मृगतृष्णा	मृगछाला
मृगतृष्णा	मृगजल
मृगतृष्णा	मृगजळ
मृगनयण	मृगनयना
मृगनेत्री	मृगनेत्री
मृगनयना	मृगनैना
पागलपन	मृगमंदा
मृगया	मृगया
मृगराज	मृगराज
मृगतृष्णा	मृगलोचना
मृग	मृगशावक
ओरियन	मृगशीर्ष
ओरियन तारामंडल	मृगशीर्ष नक्षत्र
मृगांक	मृगांक
हिरन	मृगांड
मृगाजिन	मृगाजिन
मिरगी	मृगी
मृगेंद्र	मृगेंद्र
मृणाल	मृणाल
मृत महिला	मृत महिला
मृत सागर	मृत समुद्र
मृत सागर	मृत सागर
मृतक	मृतक
जिन शवों	मृतदेह
पुनरुत्थान का रस	मृतसंजीवन रस
चिकनी मिट्टी	मृत्तिका
मृत्युंजय	मृत्युंजय
मौत	मृत्युकाळ
मृत्यु का भय	मृत्युचे भय
मर्जी	मृत्युपत्र
मृत्यु का भय	मृत्युभय
मौत	मृत्युलोक
शोक	मृत्युशोक
मौत	मृत्यू
नाशवान	मृत्यूकर
मौत की सजा	मृत्यूदंड
नश्वरता	मृत्यूदर
मृत्यु प्रमाण पत्र	मृत्यूप्रमाणपत्र
मृदंग	मृदंग
मृदंगी	मृदंगी
मृदंगया	मृदंग्या
मिट्टी	मृदा
मिट्टी के बरतन	मृदापात्र
मृदंग	मृदुंग
मृदुता	मृदुता
मैकेनिकल इंजीनियरिंग	मॅकॅनिकल इंजिनिअरींग
मैककुक	मॅकॉक
मैक्सिकन	मॅक्सीकीय
मेक्सिको	मॅक्सीकोवासी
मैगनीशियम	मॅग्नेशिअम
मजिस्ट्रेट	मॅजेस्ट्रेट
मजरू	मॅझरू
महोदया	मॅडम
मैनहोल	मॅनहोल
मैनेजर	मॅनेजर
विशाल	मॅमथ
मैराथन	मॅराथॉन
मैराथन	मॅरेथॉन
मरोनी	मॅरोनी
मारोनी नदी	मॅरोनी नदी
मेसीडोनियन	मॅसिडोनियन
मैसेडोनियन भाषा	मॅसिडोनियन भाषा
मैसेडोनिया	मॅसिडोनिया
मई	मे
मेंग	मेंग
सुधार	मेंड
चरवाहा	मेंढपाळ
भेड़	मेंढा
भेड़	मेंढी
भेड़ का कोट	मेंढी कोट
मेंहदी	मेंदी
दिमाग	मेंदू
सदस्य	मेंबर
मुझ मे	मेंमणे
में	मेंमें
मीठी	मेईथेई
मेकअप	मेकअप
मेकांग	मेकाँग
मेकांग नदी	मेकाँग नदी
मेक्सिको	मेक्सिको
मेक्सिको सिटी	मेक्सिको सिटी
मेक्सिको की खाड़ी	मेक्सिकोची खाडी
नाखून	मेख
बेल्ट	मेखला
मेगा पिक्सेल	मेगा पिक्सल
मेगा पिक्सेल	मेगा पिक्सेल
मेगावाट	मेगावाट
मेगावाट	मेगावॅट
बादल	मेघ
मेघ राग	मेघ राग
बिजली	मेघगर्जना
मेघाडंबर	मेघडंबर
मेघनाथ	मेघनाट
मेघनाथ राग	मेघनाट राग
मेघनाद	मेघनाद
मेघनाद रास	मेघनाद रस
बादल	मेघपटल
बादल	मेघमंडल
मेघमलहर	मेघमल्हार
मेघमलहर राग	मेघमल्हार राग
बादलों	मेघमाला
मेघवान	मेघवान
मेघविसुर्जिता	मेघविस्फूर्जिता
मेघालय	मेघालय
मेघालय	मेघालयवासी
टेबल	मेज
प्रमुख	मेजर
दावत	मेजवानी
बुढ़िया	मेट्रन
मीट्रिक विधि	मेट्रिक पद्धति
मीट्रिक तरीके	मेट्रिक पद्धती
मेट्रो	मेट्रो
मेट्रो रेलवे	मेट्रो रेल्वे
भूमिगत रेल अवस्थान	मेट्रो स्थानक
राम	मेढ
मोम	मेण
मोम पेपर	मेणकागद
मोम का कपड़ा	मेणकापड
मोमबत्ती	मेणबत्ती
कैंडल मार्च	मेणबत्ती मार्च
मोम में	मेणवात
मोम	मेणा
मेटकूट	मेतकूट
मेंथी	मेथी
मेंथी	मेथीदाणा
मोटी	मेद
मेडक	मेदक
मेडक जिला	मेदक जिल्हा
मेदिनी	मेदिनी
मेधा	मेधा
मेधाजीत	मेधाजित्
मेधातिथि	मेधातिथी
मेधातिथि ऋषि	मेधातिथी ऋषी
सराहनीय	मेधावी
मेनका	मेनका
मेनका गांधी	मेनका गांधी
मेन्यू	मेनू
भेड़	मेमणे
मेमोरी डिवाइस	मेमरी डिव्हाईस
मेम	मेमे
मेर	मेर
मर्क	मेरक
मेरठ	मेरठ
मेरठ जिला	मेरठ जिल्हा
मैरी लिओनटाइन मूल्य	मेरी लियोनटायन प्राईस
मैरीलैंड	मेरीलँड
मेरु	मेरु
मेरु पर्वत	मेरु पर्वत
मेरुदंड	मेरुरज्जू
मेरु	मेरू
मेरु पर्वत	मेरू पर्वत
मेरु सवरनि मनु	मेरू सावर्णि मनु
मेरुदंड	मेरूदंड
मेलबोर्न	मेलबर्न
मृत्यु हो गई	मेला
Melayu	मेलायू
मैच	मेळ
निष्पक्ष	मेळा
मिलना	मेळावा
मेवाड़ी	मेवडी
पागल	मेवा
मेवाड़	मेवाड
मेवाफरोश	मेवाफरोश
मेवफरोश	मेवेफरोश
मेवणा	मेव्हणा
मेष राशि	मेष
मेष राशि	मेष राशीवाला
मेष राशि	मेष रास
मेष राशि	मेषहृत
गड़बड़	मेस
मेसू	मेसू
मेसोपोटामिया	मेसोपोटामिया
Mescal	मेस्कल
मेस्त्री	मेस्त्री
मेहतर	मेहतर
कठोर परिश्रम	मेहनत
पारिश्रमिक	मेहनताना
मेहमानों	मेहमन
मेहमानों	मेहमान
कृपया	मेहरबानी
मेहराब	मेहराप
मेहसाणा	मेहसाणा
मेहसाणा जिला	मेहसाणा जिल्हा
महुना	मेहुणा
भाभी	मेहुणी
मेहून	मेहूण
मेहरंजर	मेहेरनजर
कृपया	मेहेरबानी
मेहसाणा	मेहेसाणा
मेमना	मैंद
मित्र	मैत्र
मित्रता	मैत्रकी
मैत्रायण	मैत्रायण
मैत्रायण ऋषि	मैत्रायण ऋषी
मैत्रायानुपनिषद	मैत्रायणिउपनिषद
मैत्रायणी	मैत्रायणी
मैत्रायोपनिषद	मैत्रायणोपनिषद
मित्रता	मैत्री
प्रेमिका	मैत्रीण
मैत्रेय	मैत्रेय
मैत्रेय ऋषि	मैत्रेय ऋषी
मैत्रेयी	मैत्रेयी
मैत्रेयी उपनिषद	मैत्रेयी उपनिषद्
मैत्रेयोपनिषद्	मैत्रेयोपनिषद्
मैथिल	मैथिल
मैथिली	मैथिली
सहवास	मैथुन
आटा	मैदा
भूमि	मैदान
मैनपुरी	मैनपुरी
मैनपुरी जिला	मैनपुरी जिल्हा
मैनपुरी शहर	मैनपुरी शहर
मैना	मैना
माणक	मैनाक
मनोफ़ी	मैनोफी
कंसर्ट	मैफल
मील की दूरी पर	मैल
मेलगढ़	मैलदगड
मोडलिंग	मॉडलिंग
नमूना	मॉडेल
मोडलिंग	मॉडेलिंग
मॉनिटर	मॉनिटर
मोंटेग के आसपास	मॉन्टग्यूचा भोवत्या
मोंटेवीडियो	मॉन्टेविडिओ
मॉरिटानिया	मॉरिटेनिया
मॉरीशस	मॉरिशस
मॉरीशस	मॉरिशसवासी
मॉरीशस रुपया	मॉरिशसी रुपया
आधुनिक	मॉर्डन
आधुनिक फ़ॉन्ट	मॉर्डन फाँट
मोलस्क	मॉलस्क
मोलिब्डेनम	मॉलिब्डेनम
मोलवुड	मॉलीवुड
माल्टा	मॉल्टा
माल्टा द्वीप	मॉल्टा द्वीपसमुह
मोलतिज़	मॉल्टीज
माल्टीज़ लीरा	मॉल्टीज लीरा
मोलदावियन	मॉल्डेव्हियन
मोलदोवा	मॉल्डेव्हिया
मास्को	मॉस्को
मंगोल	मोंगल
मोंटेनेग्रो	मोंटेनेग्रो
खाली स्थान	मोकळी जागा
खुली हवा में	मोकळी हवा
नि: शुल्क	मोकळीक
खुली जगह	मोकळे ठिकाण
खुला मैदान	मोकळे मैदान
खाली जगह	मोकळे स्थान
खुलापन	मोकळेपणा
मोका	मोका
मोकोकचुंग	मोकोकचुंग
मोकोकचुंग जिला	मोकोकचुंग जिल्हा
मोकोकचुंग शहर	मोकोकचुंग शहर
मोक्ष	मोक्ष
मोक्षदा	मोक्षदा
मोक्षदा एकादशी	मोक्षदा एकादशी
मोगर	मोगर
मोगरा	मोगरा
मोगरी	मोगरी
मंगोली	मोगल
मुग़ल काल	मोगल काळ
मोगा	मोगा
मोगा जिला	मोगा जिल्हा
मोगा शहर	मोगा शहर
मोगादिशू	मोगादिशू
मोची	मोची
गिनती	मोजणी
गिनती	मोजदाद
तराजू	मोजपट्टी
गिनती	मोजा
मोजाम्बिक	मोझँबीक
चुटकुला	मोट
मोटकरी	मोटकरी
मोटकी	मोटकी
मोटर	मोटर
मोटरसाइकिल	मोटरसायकल
मोटर	मोटार
मोटर बोट	मोटार बोट
मोटर वाहन अधिनियम	मोटार वाहन अधिनियम
गाड़ी	मोटारगाडी
मोटेल	मोटेल
महा विस्फोट	मोठ ढोक
बड़े	मोठा
बड़ा अपंग शावक	मोठा अबलख धनेश
बड़ा चाचा	मोठा काका
बड़ा कामगार	मोठा कामऱ्या बुज्या
बड़ी मकड़ी	मोठा कोळी
बड़ा गिद्ध	मोठा गिध
बड़ा चूहा	मोठा चुहा
बड़ा मच्छर है	मोठा डास
महा विस्फोट	मोठा ढोक
बड़ा लड़का	मोठा ढोकरू
बड़ा दादुलिया	मोठा दडुल्या
बड़ी छड़ी	मोठा दांडा
बड़ा धीरेन्द्र	मोठा धिंडरा
बड़ा पक्षी	मोठा पक्षी
बड़ा जलपक्षी	मोठा पाणकावळा
बड़ा तोता	मोठा पोपट
महा विस्फोट	मोठा बुजा
बड़ा भाई	मोठा भाऊ
बड़ा भाग	मोठा भाग
बड़ा भारतीय सारंग	मोठा भारतीय सारंग
बड़ी भुजा	मोठा भुजा
बड़ी आंदरई	मोठी अडेरी
बड़ा काला	मोठी काळटेटी
बड़ी टेढ़ी ढोकरी	मोठी कुबडी ढोकरी
बड़ी छलनी	मोठी चाळणी
चलो बड़े हो जाओ	मोठी जाऊ
बड़ी डाबरली	मोठी दाबुर्ली
बड़े नाम	मोठी नाव
बड़ी छुट्टी	मोठी रजा
एक बड़ा खलनायक	मोठी विलायची
बड़ी छुट्टी	मोठी सुट्टी
बड़े अक्षर	मोठे अक्षर
बड़ी	मोठे आंत्र
बड़ी	मोठे आतडे
बड़ा बन	मोठे गोखरू
बड़ा नेटवर्क	मोठे जाळे
महानता	मोठेपण
आयाम	मोठेपणा
मोड	मोड
संशोधित अनाज	मोड आलेले धान्य
तोड़ने के लिए	मोडणे
ब्रेक	मोडता
मोडम	मोडम
मोडा	मोडा
मोदी	मोडी
मोदी लिपि	मोडी लिपी
मोटादार	मोतद्दार
मोती	मोती
मोतीचूरा लड्डू	मोतीचुराचा लाडू
मोतीचूर	मोतीचूर
मोतियाबिंद	मोतीबिंदू
मोतीलाल गंगाधर नेहरू	मोतीलाल गंगाधर नेहरू
मोतीलाल नेहरू	मोतीलाल नेहरू
मोतिहारी	मोतीहारी
मोतिहारी जिला	मोतीहारी जिल्हा
मोतिहारी शहर	मोतीहारी शहर
मोतियों की माला	मोत्याची माळ
मोथा	मोथा
आधुनिक	मोद
मोडक	मोदक
मोदी	मोदी
मॉन्स	मोनस
मानस ऋषि	मोनस ऋषी
मोनाको	मोनॅको
मोनेको	मोनेको
मोन्रोविया	मोन्रोव्हिया
इंजन से साइकिल	मोपेड
मुफ्त शिक्षा	मोफत शिक्षण
नुकसान भरपाई	मोबदला
मोबाइल	मोबाईल
मोर	मोर
मोर छत्ता	मोर घार
मोरंबा	मोरंबा
मोर	मोरकुंच
मोरक्को	मोरक्को
मुरग़ा	मोरग
मोरगी	मोरगी
मुर्दाघर	मोरघा
मोरघर	मोरघार
मोरगी	मोरघी
मोर्चुट	मोरचूत
मोरचूड	मोरचूद
मोरधन	मोरधन
मोरध्वज	मोरध्वज
मोर	मोरपत्र
मॉर्फियस	मोरपीस
मोर	मोरमार्‍या
मोरया	मोरया
Morvis	मोरवीस
मोरा डिफ्लु	मोरा दिफ्लु
मोरा डिफ्लु नदी	मोरा दिफ्लु नदी
मुरादाबाद	मोरादाबाद
मुरादाबाद जिला	मोरादाबाद जिल्हा
मुरादाबाद शहर	मोरादाबाद शहर
मोरारजी	मोरारजी
मोरारजी देसाई	मोरारजी देसाई
मोरारजी रणछोड़ देसाई	मोरारजी रणछोड देसाई
मोरी	मोरी
मोरी घर	मोरी घार
मुरैना	मोरेना
मुरैना जिला	मोरेना जिल्हा
मुरैना शहर	मोरेना शहर
मोरक्को	मोरोक्कोवासी
सामने	मोर्चा
तिल	मोल
नौकरानी	मोलकरीण
किराये का	मोलमजुरी
मूल	मोळ
मोला	मोळा
पतुरिया	मोळी
मोलविक्य	मोळीविक्या
मोजाम्बे	मोसंबे
मौसम	मोसम
मोसुल	मोसुल
मोसुल	मोसूल
आसक्ति	मोह
मोहन	मोहन
मोहन जोदड़ो	मोहनजोदडो
मोहनदास करमचन्द गांधी	मोहनदास करमचंद गांधी
मोहनभोग	मोहनभोग
मोहनमल	मोहनमाळ
मोहनद्र	मोहनिद्रा
मोहमाया	मोहमाया
मोहम्मद नादिर शाह	मोहम्मद नादिरशाह
मोहम्मद साहब	मोहम्मद साहेब
सील	मोहर
सील करना	मोहरणे
मोहर्रम	मोहरम
हरावल	मोहरा
सील	मोहरी
मोहल्ला	मोहल्ला
मोहाल	मोहळ
मोहला	मोहळा
मोहाले	मोहळे
मोह का फल	मोहाचे फळ
मोहाली	मोहाली
मोहाली जिला	मोहाली जिल्हा
मोहाली शहर	मोहाली शहर
मोहलिया मोरगा	मोहाळ्या मोरगा
मोहिनी	मोहिनी
मोहिनी अट्टम	मोहिनी अट्टम
मोहिनी एकादशी	मोहिनी एकादशी
मोहिनी भीष्मक मणि	मोहिनी भीष्मक मणी
आकर्षण शक्ति	मोहिनी शक्ती
अभियान	मोहीम
अभियान समूह	मोहीमगट
सील	मोहोर
मोहोर्नवाल	मोहोरणावळ
मोहोल	मोहोळ
मौ	मौ
मऊ जिला	मौ जिल्हा
मऊ शहर	मौ शहर
मुक्त	मौक्तिक
आनंद	मौजमस्ती
मौजीबांध	मौजीबंधन
शांति	मौन
शांति	मौनव्रत
मौर्य	मौर्य
मौर्य वंश	मौर्य राजवंश
मौर्य वंश	मौर्य वंश
मौर्य काल	मौर्यकाळ
पुरोहित	मौलवी
मोलिकता	मौलिकता
कीमती धातुओं	मौल्यवान धातू
अनमोल रत्न	मौल्यवान रत्न
म्याऊ म्याऊ	म्याँव म्याँव
म्याऊ म्याऊ	म्याऊ म्याऊ
म्यान	म्यान
म्यांमार	म्यानमार
म्यूचुअल फंड्स	म्युच्युअल फंड
म्यूचुअल फंड्स	म्युच्यूअल फंड
संग्रहालय	म्युझियम
म्यूनिख	म्युनशेन
म्यूनिख	म्युनिक
मेलेन्च	म्लेंच
मेलेन्च	म्लेंच्छ
म्लेच्छ	म्लेच्छ
म्लेच्छ	म्लेछ
मुहा	म्हऊ
कहो	म्हण
कहने को	म्हणणे
म्हस्की	म्हसकी
म्हैसेला	म्हसकेळ
मस्क्य	म्हसक्या
वृध्दावस्था	म्हातारचळ
उम्र बढ़ने	म्हातारपण
उम्र बढ़ने	म्हातारपणा
बूढ़ा आदमी	म्हातारा
बूढ़ी औरत	म्हातारी
म्थरानी	म्हेतराणी
म्थरानी	म्हेत्राणी
भेंस	म्हैस
मसान	म्हैसाणा
मैसूर	म्हैसूर
मैसूर जिला	म्हैसूर जिल्हा
मैसूर पैलेस	म्हैसूर पॅलेस
मैसूर राजमहल	म्हैसूर राजमहाल
मैसूर पैलेस	म्हैसूर राजवाडा
मैसूर का महल	म्हैसूरचा राजमहाल
मैसूर का महल	म्हैसूरचा राजवाडा
म्होरकिन	म्होरकीण
मूरखया	म्होरक्या
य	य
अमान्य पत्र	य अक्षर
अमान्य व्यंजन	य व्यंजन
मशीन	यंत्र
मैकेनिक	यंत्रकारागीर
मशीन घर	यंत्रगृह
मैकेनिकल फेरी	यंत्रचलित नौका
मैकेनिक	यंत्रचालक
तंत्र	यंत्रणा
मशीनरी	यंत्रभाग
रोबोट	यंत्रमानव
यांत्रिकी	यंत्ररचना
वर्कशाप	यंत्रशाला
वर्कशाप	यंत्रशाळा
मशीनरी	यंत्रसंरचना
मशीनरी	यंत्रसामग्री
मशीनरी	यंत्रसामुग्री
मशीनरी	यंत्राश
यन्त्रश राग	यंत्राश राग
यंत्रीकरण	यंत्रोपकरण
जिगर	यकृत
यक्का	यक्का
यक्ष	यक्ष
यक्षप्रश्न	यक्षप्रश्न
यक्षारूचि	यक्षरुचि
यक्षारूचि	यक्षरुची
योगिनी	यक्षिणी
यक्षी	यक्षी
यक्ष्मा	यक्ष्मनाशन
साधु यक्षमान	यक्ष्मनाशन ऋषी
यं य	यगण
यजन	यजन
मेज़बान	यजमान
मालकिन	यजमानपत्नी
मेज़बान	यजमानीण
यजु	यजु
यजुर्वेद	यजुर्वेद
यजुर्वेदी	यजुर्वेदी
यजु	यजू
त्याग	यज्ञ
वेदी	यज्ञकुंड
यज्ञकेतु	यज्ञकेतु
त्याग	यज्ञकोप
यज्ञमंडप	यज्ञमंडप
बलिदानी शत्रु	यज्ञशत्रु
मंदिर	यज्ञशाळा
यज्ञसेन	यज्ञसेन
यज्ञोपवीत	यज्ञोपवीत
हिममानव	यति
यतीभंग	यतिभंग
हिममानव	यती
प्रयास है	यत्न
वास्तविक	यथार्थवादी
यदु	यदु
यदु राजा	यदु राजा
यदुवंशी	यदुवंशी
यम	यम
यमक	यमक
मैसेंजर	यमदूत
यमधर्म	यमधर्म
यमन	यमन
यमन जिला	यमन जिल्हा
यमन गणराज्य	यमन प्रजासत्ताक
यमन शहर	यमन शहर
येमेनी	यमनी
यमपुरी	यमपुरी
यमुना	यमुना
यमुनानगर	यमुना नगर
यमुनानगर जिला	यमुना नगर जिल्हा
यमुनानगर शहर	यमुना नगर शहर
यमुनोत्री	यमुनोत्री
ययाति	ययाती
पीली नदी	यलो नदी
पीली नदी	यलो रिव्हर
यालकोट	यळकोट
यव	यव
यवक्रित	यवक्रीत
यवक्ष	यवक्षा
यवतमाल	यवतमाळ
यवतमाल जिला	यवतमाळ जिल्हा
यूनान	यवन
यवपामार	यवापमरूत
यवप्रमृत ऋषि	यवापमरूत ऋषी
यावस	यवास
यवनर	यवीनर
सफलता	यश
सफलता का संपादन	यश संपादन
यशोगान	यशोगान
यशोदा	यशोदा
यशोधर	यशोधर
यशोधरा	यशोधरा
यशोमती	यशोमती
यशोवर	यशोवर
स्टंप	यष्टी
अनुसूचित जनजाति	यष्टीकण
यास्क	यस्क
यास्क ऋषि	यस्क ऋषी
यहूदी धर्म	यहुदी धर्म
यहूदी	यहूदी
यहूदी धर्म	यहूदी धम्म
यांगयनु	यांगन्यू
यांग्यु नदी	यांगन्यू नदी
मैकेनिकल इंजीनियरिंग	यांत्रिक अभियांत्रिकी
यंत्रीकरण	यांत्रिकीकरण
आओ	याऊंदे
याक	याक
याग	याग
याचक	याचक
लोभ	याचना
याचिका	याचिका
याचिकाकर्ता	याचिकाकर्ता
इस का	याची
ब्याज	याज
गज ऋषि	याज ऋषी
यजुशी अनुष्टुप	याजुषी अनुष्टुप
यजुशी उशनिक	याजुषी उष्णिक
यजुशी गायत्री	याजुषीगायत्री
यजुशीजगति	याजुषीजगती
यजुश्रीतरूप	याजुषीत्रिष्टुप
यजुशीपंक्ति	याजुषीपंक्ती
यजुश्रीब्रती	याजुषीबृहती
याज्ञवल्क्य	याज्ञवल्क्य
यज्ञसेनी	याज्ञसेनी
कष्ट पहुंचाना	यातना
यात्रा	यात्रा
यात्री	यात्रेकरी
तीर्थयात्रियों	यात्रेकरू
याद है	याद
यादव	यादव
यादवी	यादवी
सूची	यादी
वाहन	यान
यमटूर्य	यामतूर्य
यम	यामा
यामिनी	यामिनी
यमुसुकरो	यामूसूक्रो
दोस्त	यार
मित्र	यारी
यार्ड	यार्ड
यास्क	यास्क
यास्क ऋषि	यास्क ऋषी
यिंगियांग	यिंगकियाँग
यिंगियांग शहर	यिंगकियाँग शहर
युआन	युआन
यूएफओ	युएफओ
सोवियत संघ	युएसएसआर
USB	युएसबी
युकारी	युकारी
युकलिप्टुस	युकेलिप्टस
युक्त	युक्त
युक्ता	युक्ता
युक्ताय	युक्तायस्
तर्क	युक्तिवाद
टिप	युक्ती
यूक्रेन	युक्रेन
यूक्रेनी	युक्रेनियन
यूक्रेनियाई भाषा	युक्रेनियन भाषा
युग	युग
युगचेतना	युगधर्म
युग निर्माता	युगपुरूष
युगांडा	युगांडा
यूगांडा गणराज्य	युगांडा प्रजासत्ताक
युगांडा	युगांडाई
युगांडा	युगांडावासी
युगांत	युगांत
युगांत	युगान्त
जुडवा	युगुल
यूगोस्लाविया	युगोस्लाव्हियायी
यूगोस्लावियन	युगोस्लाव्हियावासी
जोड़ा	युग्म
संधि	युती
यूडेन्सिया	युदेन्शिया
युद्ध	युद्ध
युद्ध का झंडा	युद्ध ध्वज
युद्ध का झंडा	युद्ध पताका
युद्धविराम का झंडा	युद्ध विराम ध्वज
संघर्ष विराम	युद्ध विराम पताका
युद्ध - बंदी	युद्धकैदी
युद्ध का झंडा	युद्धध्वज
युद्ध घोष	युद्धनाद
रणनीति	युद्धनीति
जंगी जहाज़	युद्धनौका
सिपहसालार	युद्धपताका
युद्धविराम	युद्धबंदी
लड़ाई का मैदान	युद्धभूमी
मुष्टि युद्ध	युद्धमुष्टि
मुष्टि युद्ध	युद्धमुष्टी
युद्धविराम	युद्धविराम
कवच	युद्धसज्जा
लड़ाई के सामान	युद्धसामग्री
योद्धा	युद्धाजि
युधाजी ऋषि	युद्धाजि ऋषी
जंगी	युद्धाजित
युद्धाभ्यास	युद्धाभ्यास
जंगी	युद्धेच्छ
युधाजी	युधाजि
साधु युधाजी	युधाजि ऋषी
युधाजित	युधाजित
युधाजित	युधाजीत
युधामन्यु	युधामन्यु
युधिष्ठिर	युधिष्ठिर
लड़ाई का मैदान	युध्दांगण
यूनान	युनान
यूनानी	युनानी
यूनानी दवा	युनानी चिकित्सा
यूनानी भाषा	युनानी भाषा
संयुक्त अरब गणराज्य	युनायटेड अरब रिपब्लिक
यूनाइटेड किंगडम	युनायटेड किंग्डम
संयुक्त प्रगतशील गठबंधन	युनायटेड प्रोग्रेसिव्ह अलायन्स
यूनाइटेड लिबरेशन फ्रंट ऑफ असम	युनायटेड लिबरेशन फ्रंट ऑफ आसाम
UNIFORM	युनिफॉर्म
यूनिसेफ	युनिसेफ
यूनेस्को	युनेस्को
युपिआ	युपिआ
यूपिया शहर	युपिआ शहर
यूपी	युपी
युयुत्सा	युयुत्सा
युयुत्सु	युयुत्सु
युयुत्सु	युयुत्सू
युद्ध	युयुधान
अरुण ग्रह	युरेनस
यूरेनियम	युरेनियम
यूरेशिया	युरेशिया
यूरो	युरो
यूरोप	युरोप
युरोपियम	युरोपिअम
यूरोपीय	युरोपियन
यूरोपीय संघ	युरोपियन युनियन
यूरोपीय संघ	युरोपियन संघ
यूरोपीय	युरोपीय
यूरोपीय देश	युरोपीय देश
यूरोपीय राष्ट्र	युरोपीय राष्ट्र
जवानी	युवक
जवान औरत	युवती
युवनाश्व	युवनाश्व
युवराज	युवराज
राजकुमारी	युवराज्ञी
युवा	युवा
युवा घोड़ा	युवानाश्व
यौवन	युवावस्था
यूको बैंक	यूको बँक
यूक्रेनी	यूक्रेनियन
यूगोस्लाव दीनार	यूगोस्लाव्हियन दिनार
यूगोस्लाविया	यूगोस्लाव्हिया
यूनानी दवा	यूनानी वैद्यक
उत्कर्ष	यूपाक्ष
यूपी	यूपी
संप्रग	यूपीए
उरुग्वे	यूरग्वाय
यूरोजोन	यूरो झोन
यूरोप	यूरोप
येकाका	येक्का
येजा	येजा
येडा	येडा
आने के लिए	येणे
आने और जाने के लिए	येणेजाणे
येन	येन
येमेनी रियाल	येमेनी रियाल
यरझरा	येरझारा
यरवान	येरवान
ईसा मसीह	येशू ख्रिस्त
योग	योग
योग छंद	योग छंद
योगकुंडलिनी	योगकुण्डलिनी
